firstName,lastName,year,teamname,leaguename,phase,draftRound,overall,signed,"drafting team",draftPosit,borndate,place,ht,WT,Bats,Throws,draftRegionID,PlayerID,retroid,mlbid,playerClass,schoolDivision,g,ab,r,h,dbl,tpl,hr,rbi,sb,cs,bb,so,hbp,sh,sf,ibb,gdp,tb,pa,xbh,sgl,avg,obp,slg,ops,seca,iso,babip,bb%,so%,so/bb,ab/hr
Grant,Witherspoon,2018,Tulane,"American Athletic Conference",June-Reg,4,120,Y,"Tampa Bay Rays",CF,9/27/1996,"Littleton,CO",'6-1,200,L,L,LA,201926,,680710,Jr,"NCAA 1",58,230,45,76,19,2,12,53,13,5,40,36,3,0,0,0,3,135,273,33,43,.330,.436,.587,1.023,.465,.257,.352,14.65,13.19,0.90,19.17
Mikey,Filia,2019,"UC Irvine","Big West Conference",June-Reg,31,919,Y,"Kansas City Royals",OF,11/5/1996,"Irvine,CA",'5-9,180,R,R,CA,201933,,690292,Sr,"NCAA 1",54,206,34,48,6,2,4,34,6,1,18,43,7,3,2,0,8,70,236,12,36,.233,.313,.340,.653,.218,.107,.273,7.63,18.22,2.39,51.50
Hazahel,Quijada,2018,"UC Riverside","Big West Conference",June-Reg,17,501,Y,"San Diego Padres",P,9/18/1997,"San Bernardino,CA",'6-2,185,L,L,CA,201955,,663453,Jr,"NCAA 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Daniel,Amaral,2018,UCLA,"Pacific-12 Conference",June-Reg,14,414,Y,"Pittsburgh Pirates",LF,3/7/1997,"Long Beach,CA",'6-0,190,R,R,CA,201969,,663610,Jr,"NCAA 1",55,201,51,58,16,3,3,38,14,4,34,36,15,4,1,0,2,89,255,22,36,.289,.426,.443,.869,.373,.154,.337,13.33,14.12,1.06,67.00
Jake,Hirabayashi,2019,UCLA,"Pacific-12 Conference",June-Reg,39,1169,Y,"Minnesota Twins",3B,9/28/1996,"Los Angeles,CA",'5-11,188,R,R,CA,201971,,667656,Sr,"NCAA 1",38,58,6,11,4,0,1,11,1,0,9,14,1,1,3,0,2,18,72,5,6,.190,.296,.310,.606,.293,.120,.217,12.50,19.44,1.56,58.00
Ben,Spitznagel,2017,UNC-Greensboro,"Southern Conference",June-Reg,27,801,Y,"Oakland Athletics",CF,8/30/1994,"Cincinnati,OH",'5-11,170,L,R,NC,201984,,676823,SR,"NCAA 1",54,211,54,75,11,4,1,33,12,6,30,19,5,4,4,0,3,97,254,16,59,.355,.440,.460,.900,.275,.105,.379,11.81,7.48,0.63,211.00
Andrew,Moritz,2018,UNC-Greensboro,"Southern Conference",June-Reg,6,172,Y,"Atlanta Braves",CF,12/22/1996,"St. Louis,MO",'5-9,180,L,R,NC,201985,,680938,Jr,"NCAA 1",54,215,57,92,7,10,6,61,12,4,28,27,3,3,4,0,1,137,253,23,69,.428,.492,.637,1.129,.377,.209,.462,11.07,10.67,0.96,35.83
Cesar,Trejo,2018,UNC-Greensboro,"Southern Conference",June-Reg,17,508,Y,"Seattle Mariners",CF,5/15/1997,"Caracas,VZ",'6-2,200,R,R,NC,201990,,680968,Jr,"NCAA 1",53,204,38,74,15,6,5,50,22,2,24,41,3,0,5,0,6,116,236,26,48,.363,.428,.569,.997,.422,.206,.423,10.17,17.37,1.71,40.80
Ryan,Jeffers,2018,"UNC Wilmington","Colonial Athletic Association",June-Reg,2,59,Y,"Minnesota Twins",C,6/3/1997,"Raleigh,NC",'6-3,235,R,R,NC,202003,jeffr002,680777,Jr,"NCAA 1",62,219,53,69,22,0,16,59,2,1,51,44,12,0,5,0,2,139,287,38,31,.315,.460,.635,1.095,.557,.320,.323,17.77,15.33,0.86,13.69
Nick,Ames,2018,UNLV,"Mountain West Conference",June-Reg,15,435,Y,"Detroit Tigers",1B,11/25/1996,"Tucson,AZ",'6-3,240,L,R,NV,202011,,681883,Jr,"NCAA 1",56,215,40,63,15,1,18,73,0,0,34,64,0,0,5,0,3,134,254,34,29,.293,.382,.623,1.005,.488,.330,.326,13.39,25.20,1.88,11.94
Kyle,Isbel,2018,UNLV,"Mountain West Conference",June-Reg,3,94,Y,"Kansas City Royals",CF,3/3/1997,"Fontana,CA",'5-10,190,L,R,NV,202014,isbek001,664728,Jr,"NCAA 1",59,238,59,85,18,4,14,56,6,3,34,43,4,3,3,0,6,153,282,36,49,.357,.441,.643,1.084,.441,.286,.386,12.06,15.25,1.26,17.00
Max,Smith,2019,UNLV,"Mountain West Conference",June-Reg,31,929,Y,"Minnesota Twins",OF,3/10/1997,"Tucson,AZ",'6-1,210,L,R,NV,202021,,686773,Sr,"NCAA 1",58,223,40,65,16,0,10,49,5,1,31,47,5,0,4,0,2,111,263,26,39,.291,.384,.498,.882,.363,.207,.324,11.79,17.87,1.52,22.30
C.J.,Stubbs,2019,USC,"Pacific-12 Conference",June-Reg,10,316,Y,"Houston Astros",C,11/12/1996,"San Diego,CA",'6-3,207,R,R,CA,202024,stubc001,667690,Sr,"NCAA 1",54,193,38,55,11,3,6,35,4,3,20,44,10,5,2,0,4,90,230,20,35,.285,.378,.466,.844,.290,.181,.338,8.70,19.13,2.20,32.17
Lars,Nootbaar,2018,USC,"Pacific-12 Conference",June-Reg,8,243,Y,"St. Louis Cardinals",LF,9/8/1997,"El Segundo,CA",'6-1,205,L,R,CA,202026,nootl001,663457,Jr,"NCAA 1",54,201,33,50,7,0,6,24,2,2,34,37,1,1,2,0,2,75,239,13,37,.249,.357,.373,.730,.294,.124,.275,14.23,15.48,1.09,33.50
Dillon,Paulson,2018,USC,"Pacific-12 Conference",June-Reg,13,404,Y,"Los Angeles Dodgers",1B,6/10/1997,"San Marcos,CA",'6-2,200,L,L,CA,202029,,663516,Jr,"NCAA 1",54,188,35,48,14,1,10,41,1,1,35,32,2,0,2,0,2,94,227,25,23,.255,.374,.500,.874,.431,.245,.257,15.42,14.10,0.91,18.80
Jared,Denning,2018,"Solano CC","Bay Valley Conference",June-Reg,29,865,Y,"Baltimore Orioles",C,4/30/1997,"American Canyon,CA",'5-11,205,L,R,CA,202037,,682113,So,CCCAA,37,127,26,41,11,4,6,32,2,0,42,12,0,3,1,0,0,78,173,21,20,.323,.488,.614,1.102,.638,.291,.318,24.28,6.94,0.29,21.17
DaShawn,Keirsey,2018,Utah,"Pacific-12 Conference",June-Reg,4,124,Y,"Minnesota Twins",CF,5/13/1997,"San Diego,CA",'6-0,195,L,L,UT,202038,keird001,680577,Jr,"NCAA 1",50,202,47,78,23,5,4,22,7,5,15,32,6,0,2,0,1,123,225,32,46,.386,.440,.609,1.049,.307,.223,.440,6.67,14.22,2.13,50.50
Scott,Kapers,2018,Valparaiso,"Missouri Valley Conference",June-Reg,17,509,Y,"Texas Rangers",C,11/27/1996,"Schererville,IN",'5-10,198,R,R,IN,202060,,663727,Jr,"NCAA 1",50,175,28,46,9,0,4,28,0,0,14,26,13,3,4,0,1,67,209,13,33,.263,.354,.383,.737,.200,.120,.282,6.70,12.44,1.86,43.75
Julian,Infante,2019,Vanderbilt,"Southeastern Conference",June-Reg,36,1071,Y,"Miami Marlins",1B,9/24/1996,"Miami,FL",'6-3,210,R,R,TN,202070,,663364,Sr,"NCAA 1",59,199,34,46,9,0,12,39,3,1,27,72,2,2,2,0,6,91,232,21,25,.231,.326,.457,.783,.372,.226,.291,11.64,31.03,2.67,16.58
Alonzo,Jones,2018,Vanderbilt,"Southeastern Conference",June-Reg,25,743,Y,"Oakland Athletics",OF,2/24/1997,"Columbus,GA",'5-9,197,B,R,TN,202071,,679656,Jr,"NCAA 1",37,110,23,26,4,3,2,9,16,0,14,32,1,3,0,0,1,42,128,9,17,.236,.328,.382,.710,.418,.146,.316,10.94,25.00,2.29,55.00
Ethan,Paul,2019,Vanderbilt,"Southeastern Conference",June-Reg,9,274,Y,"Pittsburgh Pirates",SS,8/27/1996,"Seattle,WA",'5-10,180,L,R,TN,202074,,663871,Sr,"NCAA 1",71,286,55,90,23,1,9,73,11,2,32,64,6,0,8,0,4,142,332,33,57,.315,.386,.497,.883,.325,.182,.367,9.64,19.28,2.00,31.78
Patrick,Raby,2019,Vanderbilt,"Southeastern Conference",June-Reg,17,504,Y,"Cincinnati Reds",P,5/22/1997,"Louisville,KY",'6-3,230,R,R,TN,202075,,663532,Sr,"NCAA 1",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Stephen,Scott,2019,Vanderbilt,"Southeastern Conference",June-Reg,10,317,Y,"Boston Red Sox",OF,5/23/1997,"Raleigh,NC",'5-10,205,L,R,TN,202076,,679663,Sr,"NCAA 1",69,252,68,82,21,1,14,61,5,1,47,71,9,0,2,0,2,147,310,36,46,.325,.445,.583,1.028,.460,.258,.402,15.16,22.90,1.51,18.00
Ryan,Karstetter,2017,"State Col of FL","SunCoast Conference",June-Reg,19,575,Y,"Detroit Tigers",3B,1/30/1997,"Port Matilda,PA",'6-4,200,R,R,FL,202091,,663645,So,NJCAA,57,226,44,82,19,3,5,49,3,4,20,35,4,0,7,0,5,122,257,27,55,.363,.412,.540,.952,.261,.177,.399,7.78,13.62,1.75,45.20
Andy,Weber,2018,Virginia,"Atlantic Coast Conference",June-Reg,5,158,Y,"Chicago Cubs",2B,7/25/1997,"Aurora,OH",'6-0,190,L,R,VA,202093,,681581,Jr,"NCAA 1",54,209,42,72,19,3,5,49,4,0,22,32,8,2,7,0,3,112,248,27,45,.344,.415,.536,.951,.316,.192,.374,8.87,12.90,1.45,41.80
Cameron,Simmons,2019,Virginia,"Atlantic Coast Conference",June-Reg,20,590,Y,"Chicago White Sox",OF,9/22/1996,"Royersford,PA",'6-4,200,R,R,VA,202094,,663828,Sr,"NCAA 1",55,208,38,54,12,0,5,34,12,0,27,51,8,0,2,0,3,81,245,17,37,.260,.363,.389,.752,.317,.129,.318,11.02,20.82,1.89,41.60
Zac,Ching,2019,VCU,"Atlantic 10 Conference",June-Reg,10,311,Y,"Los Angeles Dodgers",SS,5/29/1997,"Austin,TX",'5-9,180,R,R,VA,202106,,687852,Sr,"NCAA 1",56,229,49,71,22,2,6,42,17,3,31,49,6,3,1,0,1,115,270,30,41,.310,.404,.502,.906,.389,.192,.371,11.48,18.15,1.58,38.17
Phil,Capra,2018,Wagner,"Northeast Conference",June-Reg,15,440,Y,"New York Mets",C,10/1/1996,"North Salem,NY",'5-10,205,B,R,NY,202137,,681877,Jr,"NCAA 1",56,205,42,64,13,0,12,58,2,1,35,36,4,0,8,0,2,113,252,25,39,.312,.409,.551,.960,.415,.239,.315,13.89,14.29,1.03,17.08
John,Aiello,2018,"Wake Forest","Atlantic Coast Conference",June-Reg,14,416,Y,"Toronto Blue Jays",3B,2/14/1997,"Lansdale,PA",'6-1,215,B,R,NC,202144,,663628,Jr,"NCAA 1",56,216,35,50,5,1,9,40,10,0,25,79,15,1,4,0,5,84,261,15,35,.231,.346,.389,.735,.319,.158,.311,9.58,30.27,3.16,24.00
Joe,DeMers,2018,Washington,"Pacific-12 Conference",June-Reg,11,323,Y,"Oakland Athletics",P,11/9/1996,"Martinez,CA",'6-1,240,R,R,WA,202158,,663745,Jr,"NCAA 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Willie,MacIver,2018,Washington,"Pacific-12 Conference",June-Reg,9,276,Y,"Colorado Rockies",C,10/28/1996,"Pleasant Hill,CA",'6-2,205,R,R,WA,202163,maciw001,680862,Jr,"NCAA 1",41,151,14,35,5,0,3,24,3,3,15,33,4,1,3,0,4,49,174,8,27,.232,.312,.325,.637,.192,.093,.271,8.62,18.97,2.20,50.33
Damon,Jones,2017,"Washington State","Pacific-12 Conference",June-Reg,18,533,Y,"Philadelphia Phillies",P,9/30/1994,"Twin Falls,ID",'6-5,233,L,L,WA,202176,joned003,676103,JR,"NCAA 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Connor,Smith,2018,"Western Michigan","Mid-American Conference",June-Reg,30,913,Y,"Cleveland Indians",SS,4/22/1997,"Midland,MI",'5-10,180,R,R,MI,202221,,680967,Jr,"NCAA 1",47,198,36,67,14,2,2,30,8,5,20,30,2,2,1,0,3,91,223,18,49,.338,.403,.460,.863,.237,.122,.389,8.97,13.45,1.50,99.00
Alec,Bohm,2018,"Wichita State","American Athletic Conference",June-Reg,1,3,Y,"Philadelphia Phillies",3B,8/3/1996,"Omaha,NE",'6-5,218,R,R,KS,202239,bohma001,664761,Jr,"NCAA 1",57,224,57,76,14,1,16,55,9,3,39,28,1,0,2,0,8,140,266,31,45,.339,.436,.625,1.061,.487,.286,.330,14.66,10.53,0.72,14.00
Luke,Ritter,2019,"Wichita State","American Athletic Conference",June-Reg,7,208,Y,"New York Mets",2B,2/15/1997,"Minneapolis,MN",'6-0,187,R,R,KS,202240,,682239,Sr,"NCAA 1",59,222,47,74,16,2,9,40,12,2,36,39,16,0,1,0,4,121,275,27,47,.333,.458,.545,1.003,.419,.212,.371,13.09,14.18,1.08,24.67
Greyson,Jenista,2018,"Wichita State","American Athletic Conference",June-Reg,2,49,Y,"Atlanta Braves",1B,12/7/1996,"Lawrence,KS",'6-2,210,L,R,KS,202241,,680571,Jr,"NCAA 1",56,204,54,63,7,0,9,38,12,1,50,41,3,1,3,0,4,97,261,16,47,.309,.446,.475,.921,.466,.166,.344,19.16,15.71,0.82,22.67
Clayton,McGinness,2019,"Wichita State","American Athletic Conference",June-Reg,20,588,Y,"Baltimore Orioles",P,1/13/1997,"St. Joseph,MO",'6-1,180,R,R,KS,202245,,687871,Sr,"NCAA 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
J.D.,Orr,2019,"Wright State","Horizon League",June-Reg,10,291,Y,"Miami Marlins",OF,9/11/1996,"Mount Vernon,OH",'5-10,185,L,L,OH,202308,,680785,Sr,"NCAA 1",59,230,83,76,10,2,1,23,60,10,54,35,5,3,2,0,0,93,294,13,63,.330,.464,.404,.868,.526,.074,.383,18.37,11.90,0.65,230.00
Peyton,Burdick,2019,"Wright State","Horizon League",June-Reg,3,82,Y,"Miami Marlins",CF,2/26/1997,"Batavia,OH",'6-0,205,R,R,OH,202310,burdp001,680814,Sr,"NCAA 1",59,214,79,87,18,3,15,72,24,3,60,35,7,0,5,0,2,156,286,36,51,.407,.538,.729,1.267,.701,.322,.426,20.98,12.24,0.58,14.27
Andre,Jernigan,2016,Xavier,"Big East Conference",June-Reg,14,423,Y,"Minnesota Twins",SS,11/16/1993,"Muncie,IN",'6-0,205,R,R,OH,202316,,670158,Jr,"NCAA 1",62,221,39,56,17,4,14,42,6,0,26,59,13,0,2,0,1,123,262,35,21,.253,.363,.557,.920,.448,.304,.280,9.92,22.52,2.27,15.79
Chris,Givin,2019,Xavier,"Big East Conference",June-Reg,19,563,Y,"San Diego Padres",SS,3/21/1997,"St. Paul,MN",'6-2,185,R,R,OH,202327,,686887,Sr,"NCAA 1",58,242,29,74,11,4,7,35,6,2,21,37,4,3,1,0,2,114,271,22,52,.306,.369,.471,.840,.269,.165,.337,7.75,13.65,1.76,34.57
Griffin,Dey,2019,Yale,"Ivy League",June-Reg,23,682,Y,"Detroit Tigers",1B,7/19/1996,"Pound Ridge,NY",'6-0,220,R,R,CT,202331,,686532,Sr,"NCAA 1",41,152,34,55,5,3,11,44,6,1,35,38,5,0,5,0,2,99,197,19,36,.362,.482,.651,1.133,.553,.289,.407,17.77,19.29,1.09,13.82
Simon,Whiteman,2019,Yale,"Ivy League",June-Reg,9,266,Y,"San Francisco Giants",SS,1/28/1997,"Trumbull,CT",'5-10,165,R,R,CT,202336,,687626,Sr,"NCAA 1",41,187,43,63,17,2,1,20,34,0,13,14,4,0,2,0,0,87,206,20,43,.337,.388,.465,.853,.380,.128,.356,6.31,6.80,1.08,187.00
Hunter,Markwardt,2019,"Oklahoma Christian","Heartland Conference",June-Reg,13,390,Y,"Philadelphia Phillies",OF,8/22/1997,"Argyle,TX",'6-1,185,L,L,OK,202355,,688410,Sr,"NCAA 2",48,196,63,73,18,4,3,23,21,0,22,32,6,0,3,0,1,108,227,25,48,.372,.445,.551,.996,.000,.179,.427,9.69,14.10,1.45,65.33
Nic,Ready,2019,"Air Force","Mountain West Conference",June-Reg,23,681,Y,"Miami Marlins",3B,2/13/1997,"Poway,CA",'6-3,239,R,R,CO,202371,,687573,Sr,"NCAA 1",52,219,43,65,19,3,13,44,8,1,17,47,2,0,1,0,0,129,239,35,30,.297,.351,.589,.940,.402,.292,.325,7.11,19.67,2.76,16.85
Chandler,Taylor,2018,Alabama,"Southeastern Conference",June-Reg,10,312,Y,"Houston Astros",LF,2/7/1996,"Montgomery,AL",'6-1,210,L,L,AL,202387,,663973,Jr,"NCAA 1",47,166,34,37,7,1,13,35,4,0,38,54,3,0,2,0,1,85,209,21,16,.223,.373,.512,.885,.542,.289,.238,18.18,25.84,1.42,12.77
Angel,Alicea,2016,"Alabama State","Southwest Athletic Conference",June-Reg,20,612,Y,"Toronto Blue Jays",P,8/29/1994,"Santa Isabel,PR",'6-1,200,R,R,AL,202406,,670123,Jr,"NCAA 1",5,16,3,3,0,0,0,0,1,0,2,5,0,1,0,0,0,3,19,0,3,.188,.278,.188,.466,.188,.000,.273,10.53,26.32,2.50,0.00
Tre,Todd,2018,Liberty,"Big South Conference",June-Reg,21,644,Y,"Los Angeles Dodgers",C,9/29/1996,"Deptford,NJ",'6-1,205,L,R,VA,202427,,681990,Jr,"NCAA 1",56,197,43,62,11,3,10,52,4,3,60,61,6,0,4,0,3,109,267,24,38,.315,.479,.553,1.032,.548,.238,.400,22.47,22.85,1.02,19.70
Louis,Boyd,2017,Arizona,"Pacific-12 Conference",June-Reg,24,723,Y,"Seattle Mariners",SS,5/4/1994,"North Vancouver,BC",'5-11,169,R,R,AZ,202439,,666917,SR,"NCAA 1",44,136,32,36,3,1,1,17,5,1,18,17,4,8,2,0,4,44,168,5,31,.265,.363,.324,.687,.221,.059,.292,10.71,10.12,0.94,136.00
Ryan,Haug,2018,Arizona,"Pacific-12 Conference",June-Reg,27,804,Y,"Pittsburgh Pirates",C,12/29/1994,"Rohnert Park,CA",'6-0,165,R,R,AZ,202440,,666918,Sr,"NCAA 1",45,119,26,28,3,0,0,15,2,1,19,20,14,9,3,0,7,31,164,3,25,.235,.394,.261,.655,.193,.026,.275,11.59,12.20,1.05,0.00
Cesar,Salazar,2018,Arizona,"Pacific-12 Conference",June-Reg,7,222,Y,"Houston Astros",C,3/15/1996,"Hermosillo,MX",'5-9,198,L,R,AZ,202441,salac001,663967,Jr,"NCAA 1",53,189,25,64,11,1,4,42,2,5,21,26,14,3,5,0,4,89,232,16,48,.339,.432,.471,.903,.228,.132,.366,9.05,11.21,1.24,47.25
Cody,Deason,2018,Arizona,"Pacific-12 Conference",June-Reg,5,162,Y,"Houston Astros",P,12/26/1996,"Ojai,CA",'6-4,214,R,R,AZ,202442,,663686,Jr,"NCAA 1",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Alfonso,Rivas,2018,Arizona,"Pacific-12 Conference",June-Reg,4,113,Y,"Oakland Athletics",1B,9/13/1996,"Chula Vista,CA",'5-11,200,L,L,AZ,202443,rivaa001,663845,Jr,"NCAA 1",56,225,48,78,15,3,7,52,5,0,28,38,8,0,5,0,1,120,266,25,53,.347,.429,.533,.962,.333,.186,.384,10.53,14.29,1.36,32.14
Michael,Flynn,2018,Arizona,"Pacific-12 Conference",June-Reg,6,174,Y,"Pittsburgh Pirates",P,8/7/1996,"Los Alamitos,CA",'6-4,185,R,R,AZ,202444,,663901,Jr,"NCAA 1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Josh,Bissonette,2019,Baylor,"Big 12 Conference",June-Reg,31,934,Y,"Pittsburgh Pirates",2B,11/1/1996,"Anaheim,CA",'5-10,185,R,R,TX,202458,,673983,Sr,"NCAA 1",54,202,38,58,9,3,5,31,0,1,24,26,4,4,3,0,8,88,237,17,41,.287,.369,.436,.805,.262,.149,.305,10.13,10.97,1.08,40.40
Kyle,Hill,2019,Baylor,"Big 12 Conference",June-Reg,10,306,Y,"Seattle Mariners",P,5/12/1997,"Gonzales,LA",'5-11,200,R,R,TX,202461,,663540,Sr,"NCAA 1",25,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,4,2,2,0,1.000,1.000,2.000,3.000,1.000,1.000,1.000,0.00,0.00,0.00,0.00
Michael,Cruz,2016,Bethune-Cookman,"Mid-Eastern Athletic Conference",June-Reg,7,224,Y,"Chicago Cubs",C,1/13/1996,"Aguadilla,PR",'5-11,210,L,R,FL,202472,,670043,Jr,"NCAA 1",56,200,50,65,6,1,16,41,0,2,38,25,16,0,4,0,4,121,258,23,42,.325,.461,.605,1.066,.460,.280,.301,14.73,9.69,0.66,12.50
Connor,Grant,2018,"North Greenville","Conference Carolinas",June-Reg,21,627,Y,"Miami Marlins",RF,11/15/1996,"Columbia,SC",'6-3,195,R,R,SC,202511,,681940,Jr,"NCAA 2",55,199,52,73,13,3,10,56,16,3,23,27,5,2,7,0,3,122,236,26,47,.367,.432,.613,1.045,.427,.246,.373,9.75,11.44,1.17,19.90
Zac,Susi,2018,Connecticut,"American Athletic Conference",June-Reg,12,354,Y,"Pittsburgh Pirates",C,10/30/1996,"Southington,CT",'6-1,200,L,R,CT,202538,,680866,Jr,"NCAA 1",56,209,33,70,9,1,1,33,2,1,30,28,6,0,2,0,0,84,247,11,59,.335,.429,.402,.831,.215,.067,.379,12.15,11.34,0.93,209.00
Michael,Emodi,2018,Creighton,"Big East Conference",June-Reg,11,332,Y,"Kansas City Royals",C,4/18/1996,"Omaha,NE",'6-4,225,R,R,NE,202557,,681855,Jr,"NCAA 1",49,188,38,53,15,0,9,44,1,4,20,56,10,0,3,0,1,95,221,24,29,.282,.376,.505,.881,.314,.223,.349,9.05,25.34,2.80,20.89
Jameson,Hannah,2018,"Dallas Baptist","Missouri Valley Conference",June-Reg,2,50,Y,"Oakland Athletics",CF,8/10/1997,"Flower Mound,TX",'5-9,185,L,L,TX,202568,,680683,Jr,"NCAA 1",55,236,62,85,22,3,6,45,8,1,35,35,3,0,3,0,5,131,277,31,54,.360,.444,.555,.999,.373,.195,.399,12.64,12.64,1.00,39.33
Darick,Hall,2016,"Dallas Baptist","Missouri Valley Conference",June-Reg,14,407,Y,"Philadelphia Phillies",1B,7/25/1995,"Hereford,AZ",'6-4,250,L,R,TX,202574,halld004,669742,Jr,"NCAA 1",63,235,46,71,17,0,20,72,1,0,31,51,17,0,2,0,4,148,285,37,34,.302,.418,.630,1.048,.464,.328,.307,10.88,17.89,1.65,11.75
Turner,Brown,2019,"East Carolina","American Athletic Conference",June-Reg,19,579,Y,"Colorado Rockies",SS,8/1/1997,"Whiteville,NC",'5-9,160,B,R,NC,202598,,687894,Sr,"NCAA 1",65,228,39,67,11,2,3,33,11,3,23,31,13,12,2,0,3,91,278,16,51,.294,.387,.399,.786,.241,.105,.327,8.27,11.15,1.35,76.00
Jake,Washer,2019,"East Carolina","American Athletic Conference",June-Reg,29,882,Y,"Chicago Cubs",C,2/23/1996,"Clearwater,FL",'6-0,220,R,R,NC,202601,,663382,Sr,"NCAA 1",59,206,40,62,10,0,17,55,2,1,29,48,5,2,4,0,4,123,246,27,35,.301,.393,.597,.990,.442,.296,.310,11.79,19.51,1.66,12.12
Zack,Mozingo,2017,"Mount Olive","Conference Carolinas",June-Reg,23,679,Y,"Tampa Bay Rays",P,4/26/1994,"Goldsboro,NC",'6-1,215,L,R,NC,202608,,676838,5S,"NCAA 2",56,198,58,67,13,2,16,47,5,1,44,58,7,1,1,0,3,132,251,31,36,.338,.472,.667,1.139,.571,.329,.408,17.53,23.11,1.32,12.38
Nick,Horvath,2018,Florida,"Southeastern Conference",June-Reg,25,745,Y,"Baltimore Orioles",P,7/13/1996,"Jupiter,FL",'5-11,200,R,L,FL,202636,,681282,Sr,"NCAA 1",67,224,45,60,14,0,7,35,6,3,20,58,5,2,2,0,1,95,253,21,39,.268,.339,.424,.763,.259,.156,.329,7.91,22.92,2.90,32.00
Nelson,Maldonado,2019,Florida,"Southeastern Conference",June-Reg,21,642,Y,"Chicago Cubs",OF,8/13/1996,"Chicago,IL",'5-9,195,R,R,FL,202637,,663891,Sr,"NCAA 1",56,207,44,71,14,2,10,43,4,0,21,32,3,0,2,0,2,119,233,26,45,.343,.408,.575,.983,.353,.232,.365,9.01,13.73,1.52,20.70
Tyler,Frank,2018,"Florida Atlantic","Conference USA",June-Reg,2,56,Y,"Tampa Bay Rays",SS,1/15/1997,"Tamarac,FL",'6-0,185,L,R,FL,202639,,667611,Jr,"NCAA 1",63,247,70,74,20,1,13,35,4,2,52,36,8,0,0,0,2,135,307,34,40,.300,.436,.547,.983,.466,.247,.308,16.94,11.73,0.69,19.00
Ryan,Shinn,2019,Kentucky,"Southeastern Conference",June-Reg,34,1018,Y,"New York Mets",OF,12/9/1996,"Jobstown,NJ",'6-2,215,R,L,KY,202661,,679698,Sr,"NCAA 1",55,199,49,57,17,0,13,31,7,5,21,62,17,0,1,0,2,113,238,30,27,.286,.399,.568,.967,.397,.282,.352,8.82,26.05,2.95,15.31
Irving,Lopez,2017,"Florida Intl","Conference USA",June-Reg,19,574,Y,"St. Louis Cardinals",2B,6/30/1995,"Hermosillo,MX",'5-7,175,L,R,FL,202669,lopei001,676761,SR,"NCAA 1",58,226,47,72,10,4,6,43,5,6,25,31,18,6,1,0,2,108,276,20,52,.319,.426,.478,.904,.265,.159,.347,9.06,11.23,1.24,37.67
Nate,Pearson,2017,"Central Florida CC","Mid-Florida Conference",June-Reg,1,28,Y,"Toronto Blue Jays",P,8/20/1996,"Odessa,FL",'6-6,255,R,R,FL,202674,pearn001,663878,So,"NCAA 1",25,17,1,4,3,0,1,3,0,0,2,4,0,0,0,0,0,10,19,4,0,.235,.316,.588,.904,.471,.353,.250,10.53,21.05,2.00,17.00
Jeremiah,Burks,2018,"Fresno State","Mountain West Conference",June-Reg,8,225,Y,"Detroit Tigers",SS,1/8/1997,"Vacaville,CA",'6-2,215,R,R,CA,202689,,663347,Jr,"NCAA 1",54,206,39,70,15,0,9,39,12,0,19,56,9,3,2,0,2,112,239,24,46,.340,.415,.544,.959,.354,.204,.427,7.95,23.43,2.95,22.89
Zach,Ashford,2019,"Fresno State","Mountain West Conference",June-Reg,6,178,Y,"New York Mets",OF,2/9/1997,"Clovis,CA",'5-10,175,L,R,CA,202691,,687055,Sr,"NCAA 1",56,215,67,82,11,4,4,21,10,6,40,22,5,3,0,0,4,113,263,19,63,.381,.488,.526,1.014,.349,.145,.413,15.21,8.37,0.55,53.75
Alec,Gamboa,2019,"Fresno City","Central Valley",June-Reg,9,281,Y,"Los Angeles Dodgers",P,1/17/1997,"Madera,CA",'6-1,205,B,L,CA,202695,gamba001,687941,So,CCCAA,18,8,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,2,.250,.250,.250,.500,.000,.000,.333,0.00,25.00,0.00,0.00
